Date,New Cases,,Total Cases,,Active Cases,,multiplier,,geo mean,,,,,,geo mean
Mar 11 2020,285,,1239,,1509,,0.188866799,,,,7.49E-08,,0.014492754,,
Mar 10 2020,303,,954,,1242,,0.243961353,,,,5.76E-08,,-0.098245614,,
Mar 9 2020,219,,651,,855,,0.256140351,,,,3.93E-08,,-0.115789474,,
Mar 8 2020,153,,432,,570,,0.268421053,,,,2.61E-08,,-0.275229358,,
Mar 7 2020,63,,279,,327,,0.19266055,,,,1.69E-08,,-0.047619048,,
Mar 6 2020,51,,216,,252,,0.202380952,,,,1.31E-08,,0.060747664,,
Mar 5 2020,62,,165,,214,,0.289719626,,,,9.97E-09,,-0.357142857,,
Mar 4 2020,22,,103,,112,,0.196428571,,,,6.22E-09,,0.02173913,,
Mar 3 2020,24,,81,,92,,0.260869565,,,,4.89E-09,,0.014492754,,
Mar 2 2020,25,,57,,69,,0.362318841,,,,3.44E-09,,-0.76,,
Mar 1 2020,6,,32,,25,,0.24,,,,1.93E-09,,0.173913043,,
Feb 29 2020,10,,26,,23,,0.434782609,,,,1.57E-09,,-3.333333333,,
Feb 28 2020,0,,16,,3,,0,,,,9.67E-10,,0.25,,
Feb 27 2020,1,,16,,4,,0.25,,,,9.67E-10,,0,,
Feb 26 2020,0,,15,,3,,0,,,,9.06E-10,,0,,
Feb 25 2020,0,,15,,3,,0,,,,9.06E-10,,0.25,,
Feb 24 2020,0,,15,,4,,0,,,,9.06E-10,,0,,
Feb 23 2020,0,,15,,4,,0,,,,9.06E-10,,0,,
Feb 22 2020,0,,15,,4,,0,,,,9.06E-10,,0.333333333,,
Feb 21 2020,2,,15,,6,,0.333333333,,,,9.06E-10,,-1,,
Feb 20 2020,0,,13,,2,,0,,,,7.85E-10,,0,,
Feb 19 2020,0,,13,,2,,0,,,,7.85E-10,,0,,
Feb 18 2020,0,,13,,2,,0,,,,7.85E-10,,0,,
Feb 17 2020,0,,13,,2,,0,,,,7.85E-10,,0.6,,
Feb 16 2020,0,,13,,5,,0,,,,7.85E-10,,0,,
Feb 15 2020,0,,13,,5,,0,,,,7.85E-10,,0.166666667,,
Feb 14 2020,0,,13,,6,,0,,,,7.85E-10,,0.333333333,,
Feb 13 2020,1,,13,,9,,0.111111111,,,,7.85E-10,,-0.142857143,,
Feb 12 2020,0,,12,,7,,0,,,,7.25E-10,,0.125,,
Feb 11 2020,1,,12,,8,,0.125,,,,7.25E-10,,-0.166666667,,
Feb 10 2020,0,,11,,6,,0,,,,6.65E-10,,0,,
Feb 9 2020,0,,11,,6,,0,,,,6.65E-10,,0.333333333,,
Feb 8 2020,0,,11,,9,,0,,,,6.65E-10,,0,,
Feb 7 2020,0,,11,,9,,0,,,,6.65E-10,,0.1,,
Feb 6 2020,0,,11,,10,,0,,,,6.65E-10,,0,,
Feb 5 2020,0,,11,,10,,0,,,,6.65E-10,,0.090909091,,
Feb 4 2020,0,,11,,11,,0,,,,6.65E-10,,0.214285714,,
Feb 3 2020,3,,11,,14,,0.214285714,,,,6.65E-10,,-0.375,,
Feb 2 2020,0,,8,,8,,0,,,,4.83E-10,,0.111111111,,
Feb 1 2020,1,,8,,9,,0.111111111,,,,4.83E-10,,0.111111111,,
Jan 31 2020,2,,7,,9,,0.222222222,,,,4.23E-10,,-0.4,,
Jan 30 2020,0,,5,,5,,0,,,,3.02E-10,,0,,
Jan 29 2020,0,,5,,5,,0,,,,3.02E-10,,0,,
Jan 28 2020,0,,5,,5,,0,,,,3.02E-10,,0,,
Jan 27 2020,0,,5,,5,,0,,,,3.02E-10,,0.375,,
Jan 26 2020,3,,5,,8,,0.375,,,,3.02E-10,,-1.5,,
Jan 25 2020,0,,2,,2,,0,,,,1.21E-10,,0.333333333,,
Jan 24 2020,1,,2,,3,,0.333333333,,,,1.21E-10,,-1,,
Jan 23 2020,0,,1,,1,,0,,,,6.04E-11,,0.5,,
Jan 22 2020,1,,1,,2,,0.5,,,,6.04E-11,,#DIV/0!,,
